,userName,title,rating,review,date,developerResponse,isEdited
0,chri094,Ideale e funzionale,4,"Ottima per chi vuole allenarsi da casa, per chi vuole anche solo investire 30 min della sua giornata per il suo corpo e per qualsiasi obbiettivo fisico si voglia raggiungere.

Un appunto per le persone della UX: 
Durante l’utilizzo sento proprio la mancanza dei filtri. 
mi manca e mi è mancato durante l’utilizzo l’opzione di filtrare tutti gli allenamenti che non fanno per me: -livello di allenamento -pesi/no-pesi/altri attrezzi -durata -total body/top/low 

In piu’ mi manca proprio un “benvenuto” inziale dove targetizzo l’utente e propongo a lui allenamenti ideali già “ideati/scelti” per lui.

Ho visto che c’è una sezione “programma di allenamento” e sarebbe bello ampliarla 
Magari, per chi non mastica la palestra, non è mai andato o è alle prime armi, non sa se fare un giorno cardio o un giorno top o tutti i giorni la stessa cosa ecc… 
Programmi annuali/mensili/settimanali sempre dedicato all’utente e già ideati/preparati per quel tipo di utente. 

❤️ spero vi sia d’aiuto. 
Mi piace proprio la vostra app, fortunate le persone che possono prendere parte a questa startup.",2021-09-11 12:11:07,"{'id': 25180445, 'body': 'Ciao!!! Wow che recensione! 🥰 Ti ringraziamo tantissimo, sia per il sostegno che per i suggerimenti, sono sempre molto ben accetti qui da noi! Grazie mille ancora ❤️', 'modified': '2021-09-18T13:56:54Z'}",False
1,Michela__1988,Ottima App,5,"È la prima volta che scrivo la recensione di un App, dopo le due settimane di prova ho deciso di fare l’abbonamento perché mi sono trovata bene. Gli insegnanti sono preparati e simpatici. Anche la funzione replay mi permette di seguire le lezioni che purtroppo lavorando non ho la possibilità di fare live. Sto parlando bene di quest’applicazione praticamente con tutti.. sarebbe però interessante aggiungere delle lezioni per chi magari è in periodo di gravidanza (ho diverse amiche che si sentono tagliate fuori da questi tipi di applicazioni) e vuole tenersi in forma senza rischiare di fare esercizi sbagliati.. sono molte le neo mamme che cercano di tenersi in forma ma sono preoccupate all’idea dell’attività fisica per paura di arrecare problemi al bimbo.. secondo me avere delle lezioni indirizzate a questa fetta di pubblico, con professionisti che ti seguono, potrebbe essere una valida aggiunta ad un app già molto ben organizzata..! Per il resto continuate cosi 👍🏻",2021-02-08 12:42:09,"{'id': 21058659, 'body': 'Ciao Michela, grazie davvero per la tua recensione. Siamo onorati di sapere che siamo la prima app a cui fai una recensione :) Grazie per le tue belle parole, e anche per i tuoi suggerimenti. Stiamo ricevendo tante richieste legate ai corsi per donne in gravidanza, infatti stiamo valutando un potenziale inserimento. Tu continua a seguirci e vedrai che introdurremo delle belle novità :) ', 'modified': '2021-02-15T09:47:04Z'}",False
2,Sma.rtyy,Motivante e ben strutturato,5,"Coach professionali e competenti, allenamenti vari e ben strutturati; fantastica la funzione replay che permette di “rivivere” la live entro 24 h dallo streaming in diretta e ottima per chi, tra studio/lavoro/volontariato, non è sempre flessibile con gli orari. 
Titoli dei workout appropriati, in modo che salti subito all’occhio cosa interessa allenare durante la giornata, soprattutto per chi come me allena 2 v/settimana gambe e glutei, 2 v/settimana braccia, spalle, addome e core, 2 v/settimana total body. 
Molto soddisfatta, sicuramente terminato il mensile, acquisterò almeno l’abbonamento semestrale. 
Bug risolti, consiglio di non fare l’accesso con ID Apple, ma registrarsi, anche se sembrerebbe che con l’aggiornamento di ieri mi si sia aggiornato il profilo in automatico, cambiando sul profilo l’email e loggandomi con account l’account Google, quindi non “perdendo” l’abbonamento e finalmente riuscendo a vedere lo storico dei workout completati!
Grazie Buddyfit ☄️",2021-02-23 08:13:17,"{'id': 21397870, 'body': 'Grazie davvero per la tua bella recensione! Il nostro obiettivo era proprio quello di avvicinare le persone allo sport e crediamo di essere proprio sulla buona strada :) Continua ad allenarti con noi :)', 'modified': '2021-03-02T13:16:39Z'}",False
3,Sbada,My home gym,5,"Splendida novità italiana nel mondo del digital home fitness, avere la possibilità di allenarsi ovunque e in ogni momento è fantastico.
Non mi dilungo sull’idea di business quanto sull’app - Ottima la funzione replay introdotta di recente, che permette di allenarti anche in altri orari; buon compromesso recuperare le live fatte max 24h prima - per un tema di engagement e partecipazione è sempre più bello poter seguire gli allenamenti in diretta altrimenti diventa una normale app di training on demand;
- qualche piccola segnalazioni relative alla versione ios: 1) spesso ho problemi con le notifiche - capita che si disattivino da sole; 2) nel “mio profilo” il contatore delle live completate non si aggiorna - se disinstallo e reinstallo si (sarebbe comunque opportuno che il contatore considerasse solo le live effettivamente completate e non tutte quelle che si visualizzano anche per pochi secondi); 3) durante le live la chat alle volte si incanta.",2021-02-09 10:40:11,"{'id': 21058575, 'body': 'Ciao, grazie davvero per la tua bella recensione e anche per i tuoi suggerimenti, che sarà mia premura riferire. Siamo consapevoli che ci sia qualche piccolo bug sul contatore delle live, ma ci stiamo lavorando e al prossimo aggiornamento dovrebbe tornare a funzionare correttamente! :) Continua ad allenarti con noi e vedrai quante belle novità :) ', 'modified': '2021-02-15T09:43:35Z'}",False
4,Lorena✌️,Bellissimo ma...,3,"Ormai sono mesi che mi alleno e non l’ho mai fatto così costantemente. Ogni allenamento è bellissimo e gli insegnanti sono davvero bravi e sempre pronti a motivare e dare consigli. La migliore applicazione di fitness a mio parere. Purtroppo con l’aggiornamento di qualche giorno fa, sto riscontrando alcuni problemi: non mi compare più la chat in cui scrivere quindi se devo chiedere qualcosa al coach non lo posso fare, i messaggi degli altri utenti compaiono per meno di un secondo, a fine lezione invece non appare più la schermata per votare tramite le stelline e aggiungere un commento, in più prima di iniziare la lezione non appare più subito “unisciti alla live”, ma rimane “prenotata” e devo tornare al menu e poi rientrare in quell’allenamento per far comparire “unisciti alla live”. In sostanza, con quest’ultimo aggiornamento è migliorata la grafica e si possono mettere delle divertenti reazioni durante gli allenamenti (almeno quelle mi funzionano), ma per il resto ci sono tante cose che non vanno... aggiungo che allenandomi con un altro dispositivo questi problemi non li riscontro, ma è molto più scomodo. Risolvete per favore😭",2021-05-16 11:17:04,"{'id': 23005577, 'body': ""Ciao Lorena, per prima cosa ti ringraziamo infinitamente per la tua bella recensione, siamo felici di sapere che ti piace allenarti con noi e che ti trovi bene. Per quanto riguarda le problematiche che stai riscontrando a seguito dell'ultimo aggiornamento, ti consigliamo di contattare la nostra assistenza all'indirizzo mail: support@buddyfit.club loro sapranno sicuramente aiutarti a risolvere :) Nel frattempo ti auguriamo buon allenamento :)"", 'modified': '2021-05-25T15:58:08Z'}",False
5,kkohen,Ottima app per allenarsi insieme e migliorare la propria forma fisica,5,"Trovo quest’app un modo veramente efficace per mantenere alta la motivazione, fattore decisivo nel raggiungimento di qualsiasi obiettivo fisico e non. Da quando ho iniziato ad utilizzare Buddyfit , mi accorgo che mi alleno con maggior frequenza rispetto a prima. Questo è dovuto in parte alla grande flessibilità che questa piattaforma offre per la fruizione dei workout ( puoi allenarti live o con i replay quando rietieni più comodo, in base ai tuoi impegni), in parte alla varietà dei workout stessi, che rivolgendosi allo sviluppo di più aeree muscolari con esercizi a corpo libero favorisce secondo me una costruzione corporea sana. 
Mio consiglio personale: allenarsi con buddyfit senza smettere comunque di allenarsi individualmente. Le due cose insieme sono la combo perfetta per smarcare i propri obiettivi.",2021-03-05 17:16:42,"{'id': 21617205, 'body': 'Ciao, grazie per il tuo bel punteggio :) Siamo proprio felici quando leggiamo recensioni di questo genere, perchè ci rendiamo conto che il nostro lavoro viene apprezzato per davvero! :) Continua ad allenarti con noi e vedrai che risultati :) ', 'modified': '2021-03-12T16:17:30Z'}",False
6,robertafioreofficial,Una community preziosa,3,"Da gennaio sono iscritta a quest’app grazie alla quale sono riuscita ad abbattere qualsiasi pregiudizio o scetticismo rispetto “all’allenamento a distanza”. Buddyfit è una community fatta di persone accoglienti e super preparate che trasmettono positività e voglia di raggiungere obiettivi: elementi importantissimi in questo particolare periodo storico. Mi sono sempre allenata molto e per me trovare una soluzione di questo tipo ha davvero svoltato le mie giornate in quanto mi permette di usufruire di qualsiasi lezione tra le tantissime a disposizione in qualunque momento io voglia, grazie alla sezione Replay. L’unico appunto che mi sento di fare riguarda il fatto che la community potrebbe diventare ancora più interattiva ed includente se ci fosse la possibilità di creare delle classi con l’utilizzo di piattaforme web predisposte per le videoconferenze: credo possa aiutare a perfezionare gli allenamenti (oltre che a personalizzarli nel caso delle lezione 1:1) ed a confrontarsi con gli altri partecipanti alle classi.",2021-03-12 09:20:12,"{'id': 21703931, 'body': 'Ciao Roberta! Grazie per la recensione e per i preziosi consigli! Ci fa sempre molto piacere quando sono gli utenti a proporci nuove funzionalità', 'modified': '2021-03-17T09:55:05Z'}",False
7,cuaociao,Laurette,5,"Oramai sono 2 mesi e mezzo abbondanti che mi sono iscritta su Buddyfit e che seguo, ogni giorno, vari allenamenti. Un’app davvero ricca di allenamenti di tutti i tipi, partendo dal booty, abs, HIIT, legs, dance, total body, cardio combat o boxing, fat burning, cross training ecc.. e la cosa più bella è che è accessibile a chiunque ed hai anche la possibilità di seguire il replay per 48 ore. Allenandoti con Buddyfit inizi ad imparare ad essere costante divertendoti senza rendertene conto e, con il tempo, si inizia a vedere davvero i risultati sul corpo. Tutto questo è possibile grazie all’infinità di allenamenti che ci sono, sul quale è possibile focalizzarsi a seconda di ciò su cui vuoi migliorare del tuo corpo. 
I trainers sono uno più bravo dell’altro, simpaticissimi, super motivatori e molto professionali. Continuate sempre così perché, nel mio caso, mi avete ridato la voglia di muoversi nonostante tutto!",2021-05-27 11:00:31,"{'id': 23071072, 'body': 'Ma così ci fai commuovere!! Ma grazie davvero, siamo veramente felici di averti parte della nostra community ❤️', 'modified': '2021-05-28T16:07:56Z'}",False
8,@Alessio,Fantastica!!,5,"Finalmente un’applicazione dove ci si può allenare in modo interattivo e non con le solite schede pre compilate che si vedono in giro! I trainer sono competenti, simpatici e molto disponibili e mettono a disposizione diverse modalità di esecuzione degli esercizi a seconda del livello di ognuno cosí che ogni classe possa sempre essere accessibile a tutti. I programmi progressivi che sono stati appena introdotti sono un qualcosa di spaziale e probabilmente quello che portano questa applicazione ad un livello successivo!! Finisco di lavorare ogni giorno alle sei e nonostante gli impegni riesco sempre ad allenarmi grazie alla versatilità delle classi e alla possibilità di riguardarle in streaming! 

Tutto questo a poco meno di dieci euro al mese, che vuoi di più dalla vita? Buddyfit è sicuramente una delle migliori applicazioni disponibili sullo store!!!",2021-09-23 19:31:22,,False
9,Bernard1975rm,"bene, ma non benissimo",3,"Bella l'idea del fitness in casa e molto bravi i trainer, lezioni per tutti i grusti e a tutte le ore, ma ovviamente il trainer non vi vede e quindi per chi non ha un minimo di sperienza pregressa in palestra non sono sicuro possa essere una soluzione molto valida.

Mancano dei tuttorial per imparare a controllare la postura, li inserireri almeno per quegli esercizi base come crunch e squat. Comunque i trainer danno molte spiegazioni in merito durante la lezione.

App che va in crash editando il profilo e che non permette di filtrare bene le lezioni quindi un po' confusionaria, soffre di gioventù ma è comunque un buon inizio. Da migliorare.

Manca l'integrazione con il calendario, se prenoti una lezione devi segnartela da solo in agenda. Avere i promemoria sul calendario o su Alexa sarebbe il top.

Unica nota davvero brutta é che ho scritto due voltre al supporto perchè non riesco ad attivare una promo e non mi hanno risposto, questa cosa mi ha deluso molto ma voglio dargli ancora tempo.",2021-04-09 11:00:54,,False
